time,mode,aspd,gspd,lat,lon,r,p,y,alt,navr,navp,navy,navalt,navspeed,hdop,sat,turn,bearing,rad,latacc,climb,srv0,srv1,srv2,srv3,lmt0,lmt1
1679117916128,FBWA,6.44,9.33,-7.766948223114014,110.23358917236328,2.42,2.45,205.34,6.26,0.16,10.95,45.0,80.0,17.0,0.55,12.0,88.72,46.98,42.86,-6.28,-6.28,1312,1755,1445,1010,0.0,1.0
1679117916128,FBWA,6.21,8.68,-7.766948223114014,110.23358917236328,3.95,3.19,207.26,6.08,8.95,0.21,45.0,80.0,17.0,0.55,12.0,88.72,46.98,42.86,-5.84,-5.84,1445,1400,1478,1000,0.0,1.0
1679117916235,FBWA,6.08,8.98,-7.766948223114014,110.23358917236328,7.32,1.15,211.24,5.91,1.81,18.05,45.0,80.0,17.0,0.53,12.0,88.72,46.98,42.86,-6.04,-6.04,1000,2000,1345,1000,0.0,1.0
1679117916323,FBWA,5.66,7.37,-7.766948223114014,110.23358917236328,11.49,-2.44,213.77,5.71,10.54,24.94,45.0,80.0,17.0,0.53,12.0,88.72,46.98,42.86,-4.96,-4.96,1112,2000,1389,1000,0.0,1.0
1679117916403,FBWA,5.71,9.32,-7.766948223114014,110.23358917236328,14.1,-4.6,215.65,5.46,7.41,24.94,45.0,80.0,17.0,0.53,12.0,88.72,46.98,42.86,-6.27,-6.27,1000,2000,1356,1000,0.0,1.0
1679117916461,FBWA,4.89,4.96,-7.766948223114014,110.23358917236328,14.45,-5.44,217.78,5.22,-7.9,20.58,45.0,80.0,17.0,0.53,12.0,88.72,46.98,42.86,-3.34,-3.34,1655,2000,1522,1000,0.0,1.0
1679117916461,FBWA,6.33,9.33,-7.766948223114014,110.23358917236328,-5.1,2.59,222.98,4.99,-7.24,16.31,45.0,80.0,17.0,0.53,12.0,88.72,46.98,42.86,-6.28,-6.28,2000,2000,1622,1000,0.0,1.0
1679117916695,FBWA,6.56,10.6,-7.766948223114014,110.23358917236328,-8.86,-4.89,247.14,4.64,-10.37,18.23,45.0,80.0,17.0,0.53,12.0,88.72,46.98,42.86,-7.14,-7.14,1000,2000,1356,1000,0.0,1.0
1679117916781,FBWA,6.33,8.69,-7.766948223114014,110.23358917236328,-4.93,-2.17,247.78,4.23,-12.84,20.82,45.0,80.0,17.0,0.53,12.0,88.72,46.98,42.86,5.85,5.85,1000,1822,1356,1000,0.0,1.0
1679117916861,FBWA,6.38,9.84,-7.766948223114014,110.23358917236328,-1.27,0.06,252.11,3.81,-15.53,21.71,45.0,80.0,17.0,0.53,12.0,88.72,46.98,42.86,6.62,6.62,1000,2000,1378,1000,0.0,1.0
1679117916899,FBWA,6.43,7.03,-7.767007827758789,110.23355102539062,1.06,-4.47,251.79,3.43,-6.09,13.87,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,-4.73,-4.73,1688,2000,1566,1000,0.0,1.0
1679117917096,FBWA,5.96,7.33,-7.767007827758789,110.23355102539062,-0.91,-3.64,247.43,3.14,-0.22,-0.61,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,4.93,4.93,2000,1566,1655,1000,0.0,1.0
1679117917213,FBWA,5.56,7.22,-7.767007827758789,110.23355102539062,-2.36,-2.07,247.19,2.82,-0.11,0.49,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,4.86,4.86,2000,2000,1655,1000,0.0,1.0
1679117917282,FBWA,5.27,7.41,-7.767007827758789,110.23355102539062,-4.47,-1.78,247.94,2.57,0.0,0.0,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,4.99,4.99,2000,1566,1655,1000,0.0,1.0
1679117917314,FBWA,4.97,7.0,-7.767007827758789,110.23355102539062,-5.74,-5.11,247.38,2.33,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,4.71,4.71,2000,1677,1655,1010,0.0,1.0
1679117917514,FBWA,4.88,7.83,-7.767007827758789,110.23355102539062,-6.54,-3.04,243.94,2.11,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,5.27,5.27,1677,1445,1544,1000,0.0,1.0
1679117917589,FBWA,4.69,7.15,-7.767007827758789,110.23355102539062,-2.73,-2.88,246.14,1.91,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,4.82,4.82,1045,1633,1367,1000,0.0,1.0
1679117917684,FBWA,4.35,6.27,-7.767007827758789,110.23355102539062,1.4,-3.82,244.78,1.69,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,4.22,4.22,1089,1588,1389,1000,0.0,1.0
1679117917711,FBWA,4.2,6.88,-7.767007827758789,110.23355102539062,2.61,-2.39,242.1,1.5,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,4.63,4.63,1622,1588,1533,1000,0.0,1.0
1679117917827,FBWA,4.08,6.85,-7.767007827758789,110.23355102539062,0.56,-1.96,241.18,1.34,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,43.34,42.86,4.61,4.61,1711,1566,1555,1000,0.0,1.0
1679117917967,FBWA,3.26,0.0,-7.767024993896484,110.2335205078125,-0.83,-1.68,241.65,1.2,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.07,0.07,1588,1555,1522,1000,0.0,1.0
1679117917998,FBWA,2.61,0.25,-7.767024993896484,110.2335205078125,-0.61,-1.38,241.76,1.08,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.17,0.17,1456,1544,1489,1000,0.0,1.0
1679117918207,FBWA,2.09,0.34,-7.767024993896484,110.2335205078125,0.15,-1.04,241.67,0.96,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.23,0.23,1456,1533,1489,1000,0.0,1.0
1679117918239,FBWA,1.67,0.3,-7.767024993896484,110.2335205078125,0.28,-0.76,241.19,0.85,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.2,0.2,1511,1522,1500,1000,0.0,1.0
1679117918441,FBWA,1.34,0.35,-7.767024993896484,110.2335205078125,0.13,-0.45,241.28,0.75,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.24,0.24,1500,1511,1500,1000,0.0,1.0
1679117918515,FBWA,1.07,0.33,-7.767024993896484,110.2335205078125,0.28,-0.15,241.17,0.65,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.22,0.22,1478,1500,1500,1000,0.0,1.0
1679117918515,FBWA,0.85,0.37,-7.767024993896484,110.2335205078125,0.4,0.14,240.79,0.57,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.25,0.25,1500,1500,1500,1000,0.0,1.0
1679117918712,FBWA,0.68,0.35,-7.767024993896484,110.2335205078125,0.46,0.44,240.82,0.47,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.24,0.24,1489,1489,1500,1000,0.0,1.0
1679117918781,FBWA,0.55,0.36,-7.767024993896484,110.2335205078125,0.57,0.73,240.85,0.43,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.25,0.25,1489,1478,1500,1000,0.0,1.0
1679117918813,FBWA,0.44,0.37,-7.767024993896484,110.2335205078125,0.61,0.91,240.75,0.37,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.25,0.25,1478,1478,1500,1000,0.0,1.0
1679117918939,FBWA,0.35,0.0,-7.767024993896484,110.2335205078125,0.64,0.94,240.65,0.3,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.07,0.07,1478,1467,1500,1000,0.0,1.0
1679117918980,FBWA,0.28,0.02,-7.767024993896484,110.2335205078125,0.61,0.94,240.58,0.27,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.07,0.07,1489,1478,1500,1000,0.0,1.0
1679117919178,FBWA,0.22,0.02,-7.767024993896484,110.2335205078125,0.61,0.98,240.58,0.22,0.0,0.03,45.0,80.0,17.0,0.53,12.0,88.72,44.61,42.86,0.07,0.07,1478,1467,1500,1000,0.0,1.0
